1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,289.6741402,0,-1,-1,-1,-1,474.8472735,186.2333814,229.4620471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
679.2874,45.91050951,-1,147.1307307,64.47353371,41.14557504,42.47208536,247.8263354,30.29961479,-1,-1,0,105.0971925,58.22348228,60.34996731,-1,-1,-1,596.3396913,562.6779725,546.9494679,547.2478949,737.1972497,415.4017833,692.0548082,511.5608057,391.9558172,419.1875654,411.1321237,369.6113074,367.9558513,-1,-1,590.6138607,573.7796873,-1,-1,-1,-1,-1,-1,620.5394409,506.1861777,-1,-1,-1
762.6799286,129.4301404,-1,230.5718683,147.9970098,125.4837918,126.0291503,333.4724497,120.1789387,-1,-1,105.0971925,0,141.7459832,143.8728647,-1,-1,-1,679.7299602,646.0682235,630.3397369,630.6381645,820.5874984,498.7928644,775.4456857,594.9521215,475.3467816,502.5776602,494.5221208,453.0025957,451.3471706,-1,-1,674.0202721,657.1860986,-1,-1,-1,-1,-1,-1,703.9458522,589.5925891,-1,-1,-1
652.7090558,18.42223362,-1,118.8936066,21.5433655,35.7865646,24.7995956,284.9848094,66.32954087,-1,-1,58.22348228,141.7459832,0,10.21185174,-1,-1,-1,569.8339575,536.1728315,520.4437301,520.7421268,710.692181,388.8693183,665.5290636,485.0206129,365.4273258,392.6883364,384.6361573,343.0719927,341.415515,-1,-1,563.5716556,546.7374824,-1,-1,-1,-1,-1,-1,593.4972363,479.1439728,-1,-1,-1
655.0321091,20.57896025,-1,121.2498817,17.58213068,37.90985069,26.92190496,287.111157,68.4558057,-1,-1,60.34996731,143.8728647,10.21185174,0,-1,-1,-1,572.1557572,538.4946203,522.7655298,523.0639272,713.0139685,391.1916071,667.8512289,487.3430434,367.7495366,395.0099848,386.957744,345.3944083,343.7379494,-1,-1,565.9034931,549.0693197,-1,-1,-1,-1,-1,-1,595.8290733,481.4758101,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,490.9796334,474.8472735,-1,-1,-1,-1,0,391.2882531,565.3922047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,125.091646,186.2333814,-1,-1,-1,-1,391.2882531,0,290.7655488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,393.0042417,229.4620471,-1,-1,-1,-1,565.3922047,290.7655488,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
691.7730461,559.2233057,-1,557.1434775,576.5540862,574.8672689,564.4194888,823.1457491,604.5178548,-1,-1,596.3396913,679.7299602,569.8339575,572.1557572,-1,-1,-1,0,97.24620433,55.48845818,56.91675594,326.431389,284.1264422,561.4184128,386.89691,272.5128797,337.7201518,331.3885546,237.9839991,238.1778757,-1,-1,727.6208496,710.7866762,-1,-1,-1,-1,-1,-1,757.5464298,643.1931667,-1,-1,-1
658.1705392,525.5620437,-1,523.4909858,542.8929339,541.2056795,530.7579753,789.4840364,570.8561458,-1,-1,562.6779725,646.0682235,536.1728315,538.4946203,-1,-1,-1,97.24620433,0,47.90406722,50.15825145,281.3258849,250.5175092,527.8018687,353.3252787,238.9268569,304.1259238,297.7935179,204.4280942,204.6161184,-1,-1,694.0063019,677.1721284,-1,-1,-1,-1,-1,-1,723.931882,609.578619,-1,-1,-1
642.3824125,509.8330791,-1,507.7531903,527.163859,525.4770445,515.029264,773.7555257,555.1276314,-1,-1,546.9494679,630.3397369,520.4437301,522.7655298,-1,-1,-1,55.48845818,47.90406722,0,3.742457835,277.4754801,234.7358588,512.0278829,337.5060626,223.1221336,288.3294619,281.9978702,188.5930406,188.7869586,-1,-1,678.2302994,661.396126,-1,-1,-1,-1,-1,-1,708.1558796,593.8026165,-1,-1,-1
642.6778505,510.1314827,-1,508.0511511,527.462257,525.775467,515.3276803,774.0539521,555.4260575,-1,-1,547.2478949,630.6381645,520.7421268,523.0639272,-1,-1,-1,56.91675594,50.15825145,3.742457835,0,278.5507176,235.0316234,512.3240329,337.7999419,223.4167407,288.6244831,282.2929317,188.8861256,189.0803394,-1,-1,678.5263452,661.6921718,-1,-1,-1,-1,-1,-1,708.4519253,594.0986623,-1,-1,-1
832.6969827,700.0813766,-1,698.0113914,717.4122806,715.7249725,705.2772775,964.0033144,745.3754242,-1,-1,737.1972497,820.5874984,710.692181,713.0139685,-1,-1,-1,326.431389,281.3258849,277.4754801,278.5507176,0,425.0415863,702.3248208,527.8555427,413.454823,478.6531629,472.3206698,378.9608678,379.1479444,-1,-1,868.5313478,851.6971743,-1,-1,-1,-1,-1,-1,898.456928,784.1036669,-1,-1,-1
507.6051056,378.2647749,-1,375.7926772,395.5906163,393.9235168,383.4723158,642.2075673,423.579505,-1,-1,415.4017833,498.7928644,388.8693183,391.1916071,-1,-1,-1,284.1264422,250.5175092,234.7358588,235.0316234,425.0415863,0,326.6664676,201.9198326,82.9558166,151.181313,144.9012573,56.29999607,55.3497926,-1,-1,544.6516076,527.8174339,-1,-1,-1,-1,-1,-1,574.5771874,460.223926,-1,-1,-1
784.8653624,654.9229748,-1,652.5517232,672.2500653,670.5780074,660.1276647,918.8606609,700.2326407,-1,-1,692.0548082,775.4456857,665.5290636,667.8512289,-1,-1,-1,561.4184128,527.8018687,512.0278829,512.3240329,702.3248208,326.6664676,0,479.7883676,360.4070921,428.3392696,422.033842,334.1990311,333.261015,-1,-1,821.8670179,805.0328445,-1,-1,-1,-1,-1,-1,851.7925981,737.439335,-1,-1,-1
602.6697894,474.4178421,-1,471.8317809,491.7422481,490.0808508,479.6286616,738.3665106,519.7383997,-1,-1,511.5608057,594.9521215,485.0206129,487.3430434,-1,-1,-1,386.89691,353.3252787,337.5060626,337.7999419,527.8555427,201.9198326,479.7883676,0,182.2650518,246.0888172,239.8494399,155.0747566,153.3328487,-1,-1,640.2269671,623.3927937,-1,-1,-1,-1,-1,-1,670.1525473,555.7992842,-1,-1,-1
481.1320091,354.8217866,-1,352.4269633,372.1484364,370.4783917,360.0276829,618.7616406,400.1336025,-1,-1,391.9558172,475.3467816,365.4273258,367.7495366,-1,-1,-1,272.5128797,238.9268569,223.1221336,223.4167407,413.454823,82.9558166,360.4070921,182.2650518,0,111.4871363,105.3480945,42.05875042,40.67251331,-1,-1,522.0756908,505.2415251,-1,-1,-1,-1,-1,-1,552.001271,437.6480079,-1,-1,-1
494.6919513,382.0756604,-1,380.2048256,399.4081048,397.7164041,387.2693542,645.993682,427.3658237,-1,-1,419.1875654,502.5776602,392.6883364,395.0099848,-1,-1,-1,337.7201518,304.1259238,288.3294619,288.6244831,478.6531629,151.181313,428.3392696,246.0888172,111.4871363,0,42.7957854,107.4670422,105.90739,-1,-1,554.3419084,537.507735,-1,-1,-1,-1,-1,-1,584.2674886,469.9142255,-1,-1,-1
486.1910542,374.0227031,-1,372.2063871,391.3557789,389.6616657,379.2150274,637.9382733,419.3104352,-1,-1,411.1321237,494.5221208,384.6361573,386.957744,-1,-1,-1,331.3885546,297.7935179,281.9978702,282.2929317,472.3206698,144.9012573,422.033842,239.8494399,105.3480945,42.7957854,0,101.1801236,99.62018351,-1,-1,546.7084428,529.8742693,-1,-1,-1,-1,-1,-1,576.6340229,462.2807598,-1,-1,-1
461.7573813,332.4690404,-1,329.8917009,349.7935923,348.1315498,337.679477,596.4170215,377.7889164,-1,-1,369.6113074,453.0025957,343.0719927,345.3944083,-1,-1,-1,237.9839991,204.4280942,188.5930406,188.8861256,378.9608678,56.29999607,334.1990311,155.0747566,42.05875042,107.4670422,101.1801236,0,5.353224467,-1,-1,498.2064168,481.3722434,-1,-1,-1,-1,-1,-1,528.131997,413.7787336,-1,-1,-1
460.0503785,330.8127982,-1,328.2200549,348.1371595,346.4758718,336.0236678,594.761555,376.1334435,-1,-1,367.9558513,451.3471706,341.415515,343.7379494,-1,-1,-1,238.1778757,204.6161184,188.7869586,189.0803394,379.1479444,55.3497926,333.261015,153.3328487,40.67251331,105.90739,99.62018351,5.353224467,0,-1,-1,496.4612645,479.6270911,-1,-1,-1,-1,-1,-1,526.3868448,412.0335817,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
819.6394725,553.0873044,-1,542.2993531,570.3157482,569.0252398,558.5094944,817.4144757,598.7832432,-1,-1,590.6138607,674.0202721,563.5716556,565.9034931,-1,-1,-1,727.6208496,694.0063019,678.2302994,678.5263452,868.5313478,544.6516076,821.8670179,640.2269671,522.0756908,554.3419084,546.7084428,498.2064168,496.4612645,-1,-1,0,47.34204709,-1,-1,-1,-1,-1,-1,51.88352147,110.0078781,-1,-1,-1
802.8052991,536.253131,-1,525.4651801,553.4815737,552.1910663,541.6753209,800.5803023,581.9490697,-1,-1,573.7796873,657.1860986,546.7374824,549.0693197,-1,-1,-1,710.7866762,677.1721284,661.396126,661.6921718,851.6971743,527.8174339,805.0328445,623.3927937,505.2415251,537.507735,529.8742693,481.3722434,479.6270911,-1,-1,47.34204709,0,-1,-1,-1,-1,-1,-1,78.2777101,93.10335341,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,287.0797355,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,287.0797355,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
849.5650524,583.0128846,-1,572.2249338,600.2413285,598.95082,588.4350746,847.3400559,628.7088234,-1,-1,620.5394409,703.9458522,593.4972363,595.8290733,-1,-1,-1,757.5464298,723.931882,708.1558796,708.4519253,898.456928,574.5771874,851.7925981,670.1525473,552.001271,584.2674886,576.6340229,528.131997,526.3868448,-1,-1,51.88352147,78.2777101,-1,-1,-1,-1,-1,-1,0,139.9395248,-1,-1,-1
735.2117896,468.6596215,-1,457.871661,485.8880661,484.5975568,474.0818114,732.9867928,514.3555602,-1,-1,506.1861777,589.5925891,479.1439728,481.4758101,-1,-1,-1,643.1931667,609.578619,593.8026165,594.0986623,784.1036669,460.223926,737.439335,555.7992842,437.6480079,469.9142255,462.2807598,413.7787336,412.0335817,-1,-1,110.0078781,93.10335341,-1,-1,-1,-1,-1,-1,139.9395248,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,286.0162349
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286.0162349,0
